,,,Hours:,01,,02,,03,,04,,05,,06,,07,,08,,09,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,00
,,,Date,"EPGALP01 Index",Date,"EPGALP02 Index",Date,"EPGALP03 Index",Date,"EPGALP04 Index",Date,"EPGALP05 Index",Date,"EPGALP06 Index",Date,"EPGALP07 Index",Date,"EPGALP08 Index",Date,"EPGALP09 Index",Date,"EPGALP10 Index",Date,"EPGALP11 Index",Date,"EPGALP12 Index",Date,"EPGALP13 Index",Date,"EPGALP14 Index",Date,"EPGALP15 Index",Date,"EPGALP16 Index",Date,"EPGALP17 Index",Date,"EPGALP18 Index",Date,"EPGALP19 Index",Date,"EPGALP20 Index",Date,"EPGALP21 Index",Date,"EPGALP22 Index",Date,"EPGALP23 Index",Date,"EPGALP24 Index",Date,"EPGALP00 Index"
,,,2014/01/04,7,2014/01/04,7,2014/01/04,"4,01",2014/01/04,"8,6",2014/01/04,"5,5",2014/01/04,10,2014/01/04,"8,15",2014/01/01,30,2013/12/26,"24,5",2013/12/05,44,2013/11/24,"36,1",2013/11/30,"30,95",2013/11/14,50,2013/11/18,"57,5",2013/11/06,40,2013/10/24,29,2013/10/18,"34,95",2013/11/08,55,2013/11/23,"36,98",2013/10/08,55,2013/10/22,39,2013/11/10,43,2013/11/22,"43,75",,,2014/01/04,4
,,,2014/01/03,"1,1",2014/01/03,"7,5",2014/01/03,5,2014/01/03,"5,7",2014/01/03,5,2014/01/03,"12,95",2014/01/03,"17,5",2013/12/31,5,2013/12/25,30,2013/12/04,"56,64",2013/11/23,39,2013/11/29,"36,92",2013/11/13,"61,91",2013/11/17,"56,25",2013/11/03,41,2013/10/19,21,2013/10/17,"45,5",2013/11/06,"83,75",2013/11/22,57,2013/10/06,70,2013/10/21,"35,25",2013/11/07,38,2013/11/21,"44,15",,,2014/01/03,12
,,,2014/01/02,"22,6",2014/01/02,14,2014/01/02,21,2014/01/02,22,2014/01/02,20,2014/01/02,"33,15",2014/01/02,"32,4",2013/12/30,39,2013/12/24,25,2013/12/03,"53,26",2013/11/19,67,2013/11/28,"52,5",2013/11/12,52,2013/11/16,"41,37",2013/11/01,41,2013/10/18,"29,95",2013/10/16,"33,25",2013/11/05,78,2013/11/21,"58,2",2013/10/02,49,2013/10/19,"25,32",2013/11/06,37,2013/11/20,"41,19",,,2014/01/02,29
,,,2014/01/01,-14,2014/01/01,"-0,9",2014/01/01,"-1,3",2014/01/01,-2,2014/01/01,"-2,5",2013/12/31,4,2014/01/01,"19,6",2013/12/29,"45,7",2013/12/23,10,2013/12/02,"66,25",2013/11/18,54,2013/11/27,"56,06",2013/11/11,"45,35",2013/11/15,"40,86",2013/10/31,29,2013/10/16,"31,75",2013/10/14,66,2013/11/03,"52,8",2013/11/19,"55,5",2013/10/01,52,2013/10/16,"33,25",2013/11/05,"34,5",2013/11/19,"35,34",,,2014/01/01,3
,,,2013/12/31,"7,96",2013/12/31,5,2013/12/31,3,2013/12/31,2,2013/12/31,9,2013/12/30,10,2013/12/31,5,2013/12/28,13,2013/12/22,37,2013/11/30,"34,77",2013/11/17,52,2013/11/26,41,2013/11/08,21,2013/11/14,52,2013/10/28,"42,25",2013/10/14,61,2013/10/12,"24,61",2013/11/02,16,2013/11/17,"57,7",2013/09/24,68,2013/10/14,61,2013/11/04,"39,5",2013/11/18,"45,95",,,2013/12/31,"15,1"
,,,2013/12/30,17,2013/12/30,15,2013/12/30,"11,5",2013/12/30,11,2013/12/30,"13,9",2013/12/29,25,2013/12/30,9,2013/12/27,"8,32",2013/12/21,7,2013/11/29,"37,49",2013/11/16,38,2013/11/25,44,2013/11/06,"32,5",2013/11/13,"61,43",2013/10/26,"7,2",2013/10/12,"21,05",2013/10/11,40,2013/10/31,"38,5",2013/11/16,40,2013/09/23,"66,94",2013/10/12,"30,53",2013/11/03,"37,9",2013/11/17,"41,2",,,2013/12/30,17
,,,2013/12/29,12,2013/12/29,"9,91",2013/12/29,5,2013/12/29,8,2013/12/29,15,2013/12/28,5,2013/12/29,"31,55",2013/12/26,31,2013/12/19,"60,5",2013/11/28,"61,5",2013/11/15,"42,79",2013/11/24,43,2013/11/05,"40,88",2013/11/12,"45,5",2013/10/24,28,2013/10/11,"37,25",2013/10/10,38,2013/10/30,69,2013/11/15,"49,4",2013/09/21,30,2013/10/11,38,2013/10/31,32,2013/11/16,"38,67",,,2013/12/29,"20,5"
,,,2013/12/28,37,2013/12/28,"23,5",2013/12/28,15,2013/12/28,10,2013/12/28,"10,5",2013/12/27,"7,97",2013/12/28,9,2013/12/25,22,2013/12/18,43,2013/11/26,"37,37",2013/11/14,"54,05",2013/11/23,37,2013/11/03,"42,4",2013/11/11,"47,41",2013/10/19,"22,55",2013/10/10,"45,79",2013/10/09,55,2013/10/28,"41,7",2013/11/14,"58,6",2013/09/20,58,2013/10/10,33,2013/10/29,"37,25",2013/11/15,"41,24",,,2013/12/28,41
,,,2013/12/27,-7,2013/12/27,-10,2013/12/27,-4,2013/12/27,"-0,5",2013/12/27,"0,1",2013/12/26,18,2013/12/27,"10,1",2013/12/24,14,2013/12/17,62,2013/11/25,60,2013/11/13,"49,2",2013/11/19,60,2013/10/31,26,2013/11/08,"20,62",2013/10/18,23,2013/10/09,64,2013/10/08,54,2013/10/27,"41,7",2013/11/13,"59,01",2013/09/17,"58,01",2013/10/09,"58,8",2013/10/28,38,2013/11/14,"36,06",,,2013/12/27,-4
,,,2013/12/26,14,2013/12/26,8,2013/12/26,11,2013/12/26,"6,5",2013/12/26,"6,5",2013/12/25,19,2013/12/26,"23,5",2013/12/23,0,2013/12/14,17,2013/11/24,"36,1",2013/11/12,"56,45",2013/11/18,53,2013/10/29,37,2013/11/06,34,2013/10/17,44,2013/10/08,52,2013/10/07,55,2013/10/26,35,2013/11/11,"57,01",2013/09/12,60,2013/10/08,"63,5",2013/10/27,"42,5",2013/11/13,"45,57",,,2013/12/26,18
,,,2013/12/25,"23,95",2013/12/25,"15,5",2013/12/25,14,2013/12/25,"15,05",2013/12/25,"18,05",2013/12/24,10,2013/12/25,23,2013/12/22,48,2013/12/13,41,2013/11/23,38,2013/11/11,"46,3",2013/11/17,"52,75",2013/10/28,41,2013/11/05,"43,88",2013/10/16,"31,5",2013/10/07,50,2013/10/06,55,2013/10/24,43,2013/11/06,67,2013/09/10,58,2013/10/03,49,2013/10/26,25,2013/11/12,"43,85",,,2013/12/25,24
,,,2013/12/24,46,2013/12/24,30,2013/12/24,19,2013/12/24,13,2013/12/24,"5,5",2013/12/23,"-35,3",2013/12/24,9,2013/12/21,"8,7",2013/12/08,28,2013/11/21,"64,5",2013/11/08,25,2013/11/16,"41,13",2013/10/27,"37,5",2013/11/03,"42,9",2013/10/14,"66,5",2013/10/06,"52,1",2013/10/02,"48,43",2013/10/22,"49,5",2013/11/04,"47,5",2013/09/09,60,2013/10/02,"44,35",2013/10/24,40,2013/11/11,"41,35",,,2013/12/24,21
,,,2013/12/23,-58,2013/12/23,-75,2013/12/23,22,2013/12/23,-69,2013/12/23,-46,2013/12/22,"26,5",2013/12/23,8,2013/12/20,28,2013/12/07,"42,94",2013/11/20,66,2013/11/06,"38,23",2013/11/15,"29,1",2013/10/26,"12,5",2013/10/31,29,2013/10/12,"28,5",2013/10/03,53,2013/10/01,42,2013/10/19,"37,15",2013/11/03,"52,5",2013/09/01,"47,06",2013/10/01,40,2013/10/22,39,2013/11/10,"36,5",,,2013/12/23,-35
,,,2013/12/22,7,2013/12/22,9,2013/12/22,"7,9",2013/12/22,8,2013/12/22,15,2013/12/21,-27,2013/12/22,37,2013/12/19,67,2013/12/06,"47,5",2013/11/18,"61,51",2013/11/05,"41,88",2013/11/14,"55,92",2013/10/24,"46,5",2013/10/30,"33,8",2013/10/11,"36,25",2013/10/02,33,2013/09/28,"19,35",2013/10/18,"33,5",2013/11/02,23,2013/08/29,51,2013/09/30,60,2013/10/21,33,2013/11/09,28,,,2013/12/22,"12,5"
,,,2013/12/21,-5,2013/12/21,"-7,01",2013/12/21,-18,2013/12/21,"-24,5",2013/12/21,-7,2013/12/20,0,2013/12/21,"-13,9",2013/12/18,43,2013/12/04,"68,94",2013/11/17,"54,5",2013/11/04,"43,63",2013/11/13,"48,93",2013/10/23,41,2013/10/29,"37,5",2013/10/10,"45,91",2013/10/01,30,2013/09/24,"66,5",2013/10/17,64,2013/10/31,35,2013/08/28,66,2013/09/24,55,2013/10/20,48,2013/11/08,"28,71",,,2013/12/21,"-3,75"
,,,2013/12/20,-1,2013/12/20,"-14,9",2013/12/20,"-18,25",2013/12/20,-17,2013/12/20,-5,2013/12/19,34,2013/12/20,7,2013/12/17,"63,5",2013/12/03,"61,75",2013/11/16,"29,99",2013/11/03,42,2013/11/12,"51,1",2013/10/22,"45,5",2013/10/28,37,2013/10/09,"56,6",2013/09/30,"47,25",2013/09/23,"52,22",2013/10/16,"45,75",2013/10/30,50,2013/08/27,61,2013/09/23,"56,33",2013/10/19,"29,08",2013/11/07,"35,5",,,2013/12/20,"4,5"
,,,2013/12/19,28,2013/12/19,"28,5",2013/12/19,28,2013/12/19,"29,5",2013/12/19,29,2013/12/18,"39,75",2013/12/19,60,2013/12/16,"66,9",2013/12/02,"73,25",2013/11/15,39,2013/11/02,9,2013/11/11,"35,57",2013/10/21,"39,75",2013/10/27,"27,6",2013/10/07,50,2013/09/29,"38,45",2013/09/21,"19,5",2013/10/14,74,2013/10/29,62,2013/08/26,53,2013/09/21,24,2013/10/16,"31,5",2013/11/06,"32,5",,,2013/12/19,29
,,,2013/12/18,"21,51",2013/12/18,"10,5",2013/12/18,"15,5",2013/12/18,"12,4",2013/12/18,17,2013/12/17,"45,5",2013/12/18,"42,5",2013/12/15,59,2013/12/01,"78,79",2013/11/14,"70,4",2013/11/01,"39,5",2013/11/08,24,2013/10/19,"25,25",2013/10/26,"2,2",2013/10/06,54,2013/09/28,"15,69",2013/09/19,"54,9",2013/10/12,34,2013/10/27,"41,4",2013/08/25,58,2013/09/20,46,2013/10/15,"46,5",2013/11/04,34,,,2013/12/18,"23,9"
,,,2013/12/17,30,2013/12/17,"27,5",2013/12/17,28,2013/12/17,30,2013/12/17,"38,01",2013/12/16,"35,2",2013/12/17,62,2013/12/13,"39,25",2013/11/30,35,2013/11/13,"54,03",2013/10/31,30,2013/11/06,"32,41",2013/10/17,"41,75",2013/10/24,36,2013/10/03,50,2013/09/25,52,2013/09/17,51,2013/10/10,43,2013/10/26,36,2013/08/19,56,2013/09/17,"47,71",2013/10/14,52,2013/11/03,"33,3",,,2013/12/17,34
,,,2013/12/16,"29,1",2013/12/16,28,2013/12/16,31,2013/12/16,31,2013/12/16,"29,95",2013/12/15,35,2013/12/16,62,2013/12/12,92,2013/11/29,"36,02",2013/11/12,56,2013/10/29,"40,5",2013/11/05,44,2013/10/16,"32,88",2013/10/23,"39,41",2013/10/02,25,2013/09/24,64,2013/09/16,31,2013/10/09,68,2013/10/24,55,2013/08/18,56,2013/09/14,32,2013/10/13,"40,5",2013/10/31,30,,,2013/12/16,28
,,,2013/12/15,22,2013/12/15,"13,3",2013/12/15,5,2013/12/15,"22,25",2013/12/15,"22,25",2013/12/14,"7,09",2013/12/15,50,2013/12/11,97,2013/11/28,59,2013/11/11,"38,93",2013/10/28,35,2013/11/04,"43,63",2013/10/14,55,2013/10/22,42,2013/10/01,29,2013/09/23,"46,55",2013/09/14,"30,1",2013/10/08,"55,01",2013/10/23,68,2013/08/14,43,2013/09/12,"44,1",2013/10/12,"30,01",2013/10/29,"35,5",,,2013/12/15,21
,,,2013/12/14,"8,1",2013/12/14,12,2013/12/14,"13,5",2013/12/14,"12,1",2013/12/14,8,2013/12/13,33,2013/12/14,11,2013/12/09,85,2013/11/27,"61,84",2013/11/09,30,2013/10/27,"29,6",2013/11/02,38,2013/10/12,"21,09",2013/10/19,"20,6",2013/09/30,"45,2",2013/09/21,"13,5",2013/09/12,"47,1",2013/10/07,60,2013/10/22,54,2013/08/13,45,2013/09/10,"52,1",2013/10/11,"34,5",2013/10/28,"35,5",,,2013/12/14,"11,25"
,,,2013/12/13,36,2013/12/13,"30,9",2013/12/13,"31,1",2013/12/13,32,2013/12/13,"32,7",2013/12/12,49,2013/12/13,"33,5",2013/12/08,28,2013/11/26,"50,91",2013/11/08,"23,85",2013/10/26,15,2013/10/31,30,2013/10/11,29,2013/10/16,"31,5",2013/09/28,"10,97",2013/09/19,"52,6",2013/09/05,44,2013/10/06,55,2013/10/19,"45,26",2013/08/07,49,2013/09/09,50,2013/10/10,33,2013/10/27,"27,5",,,2013/12/13,"30,8"
,,,2013/12/12,"34,5",2013/12/12,37,2013/12/12,"34,2",2013/12/12,36,2013/12/12,"34,5",2013/12/11,"65,5",2013/12/12,"79,5",2013/12/07,40,2013/11/25,70,2013/11/06,32,2013/10/24,47,2013/10/29,"38,5",2013/10/10,"45,5",2013/10/14,55,2013/09/27,"37,4",2013/09/18,"49,5",2013/09/04,57,2013/10/02,"50,7",2013/10/16,"48,25",2013/08/02,35,2013/09/01,"42,92",2013/10/09,"46,6",2013/10/26,"0,5",,,2013/12/12,34
,,,2013/12/11,35,2013/12/11,36,2013/12/11,34,2013/12/11,"35,3",2013/12/11,"43,5",2013/12/10,"60,3",2013/12/11,"89,3",2013/12/06,41,2013/11/24,42,2013/11/05,"42,38",2013/10/23,43,2013/10/28,35,2013/10/09,"58,3",2013/10/12,30,2013/09/25,52,2013/09/17,49,2013/09/01,"42,87",2013/10/01,"61,7",2013/10/15,62,2013/08/01,"47,95",2013/08/29,45,2013/10/08,"42,2",2013/10/24,"26,57",,,2013/12/11,"41,05"
,,,2013/12/10,40,2013/12/10,39,2013/12/10,39,2013/12/10,"31,75",2013/12/10,"35,88",2013/12/09,"65,49",2013/12/10,"71,9",2013/12/04,"63,5",2013/11/23,"36,9",2013/11/04,"42,63",2013/10/22,48,2013/10/27,28,2013/10/08,65,2013/10/11,"35,75",2013/09/24,64,2013/09/16,37,2013/08/29,45,2013/09/28,"33,96",2013/10/14,91,2013/07/31,"42,99",2013/08/28,60,2013/10/04,43,2013/10/22,33,,,2013/12/10,36
,,,2013/12/09,"36,75",2013/12/09,35,2013/12/09,45,2013/12/09,45,2013/12/09,"46,9",2013/12/08,25,2013/12/09,97,2013/12/03,78,2013/11/22,"47,5",2013/11/03,43,2013/10/19,"30,24",2013/10/26,"15,95",2013/10/07,53,2013/10/10,"45,5",2013/09/23,"44,26",2013/09/14,"23,6",2013/08/28,59,2013/09/24,65,2013/10/12,43,2013/07/30,38,2013/08/27,58,2013/10/03,"46,5",2013/10/20,"40,95",,,2013/12/09,37
,,,2013/12/08,-10,2013/12/08,-8,2013/12/08,-4,2013/12/08,"-3,5",2013/12/08,"6,5",2013/12/07,"35,25",2013/12/08,"40,5",2013/12/02,74,2013/11/21,"61,91",2013/11/02,6,2013/10/18,"27,5",2013/10/24,"48,75",2013/10/06,62,2013/10/09,"55,2",2013/09/21,9,2013/09/12,"42,1",2013/08/27,54,2013/09/23,"60,21",2013/10/11,"64,5",2013/07/22,55,2013/08/19,53,2013/10/02,"43,8",2013/10/19,"24,4",,,2013/12/08,-1
,,,2013/12/07,"36,8",2013/12/07,"36,25",2013/12/07,"36,25",2013/12/07,"35,1",2013/12/07,"35,1",2013/12/06,25,2013/12/07,"35,7",2013/12/01,"74,5",2013/11/20,"68,9",2013/11/01,"37,5",2013/10/17,44,2013/10/23,"43,5",2013/10/04,37,2013/10/08,56,2013/09/18,"47,7",2013/09/05,"33,5",2013/08/26,53,2013/09/21,25,2013/10/10,49,2013/07/20,"41,9",2013/08/18,"57,5",2013/10/01,32,2013/10/18,26,,,2013/12/07,"51,5"
,,,2013/12/06,36,2013/12/06,33,2013/12/06,33,2013/12/06,27,2013/12/06,20,2013/12/05,37,2013/12/06,"37,5",2013/11/30,"33,75",2013/11/19,"63,01",2013/10/31,30,2013/10/16,"44,5",2013/10/22,"45,5",2013/10/03,47,2013/10/07,50,2013/09/17,"53,2",2013/09/04,"54,75",2013/08/25,48,2013/09/20,"51,5",2013/10/09,90,2013/07/17,52,2013/08/14,37,2013/09/30,50,2013/10/17,30,,,2013/12/06,25
,,,2013/12/05,"20,75",2013/12/05,18,2013/12/05,"21,95",2013/12/05,14,2013/12/05,19,2013/12/04,45,2013/12/05,"50,31",2013/11/29,"34,73",2013/11/18,61,2013/10/29,"40,5",2013/10/15,67,2013/10/20,48,2013/10/02,"23,95",2013/10/06,"54,5",2013/09/16,36,2013/09/01,"42,91",2013/08/19,51,2013/09/19,"60,8",2013/10/08,63,2013/07/09,40,2013/08/13,"41,6",2013/09/29,"39,75",2013/10/16,"25,5",,,2013/12/05,17
,,,2013/12/04,34,2013/12/04,"25,1",2013/12/04,36,2013/12/04,25,2013/12/04,33,2013/12/03,63,2013/12/04,"60,28",2013/11/28,74,2013/11/17,"44,9",2013/10/28,42,2013/10/14,75,2013/10/19,"33,17",2013/10/01,27,2013/10/04,"26,13",2013/09/14,"21,1",2013/08/29,"43,5",2013/08/18,59,2013/09/17,"54,01",2013/10/07,75,2013/07/08,38,2013/08/09,37,2013/09/25,51,2013/10/15,"38,5",,,2013/12/04,"32,5"
,,,2013/12/03,"36,5",2013/12/03,33,2013/12/03,"32,5",2013/12/03,"35,5",2013/12/03,43,2013/12/02,"55,9",2013/12/03,77,2013/11/27,59,2013/11/16,39,2013/10/27,"39,57",2013/10/13,"60,08",2013/10/18,"27,25",2013/09/30,35,2013/10/03,48,2013/09/12,"44,1",2013/08/28,55,2013/08/14,"33,8",2013/09/12,"49,1",2013/10/06,"71,01",2013/07/05,25,2013/08/07,43,2013/09/24,52,2013/10/14,42,,,2013/12/03,37
,,,2013/12/02,36,2013/12/02,32,2013/12/02,32,2013/12/02,33,2013/12/02,"47,05",2013/12/01,60,2013/12/02,"72,25",2013/11/26,"62,99",2013/11/15,28,2013/10/26,13,2013/10/12,36,2013/10/17,"49,5",2013/09/29,33,2013/10/02,"23,45",2013/09/05,32,2013/08/27,50,2013/08/13,30,2013/09/10,"50,1",2013/10/03,73,2013/06/30,42,2013/08/02,35,2013/09/23,"50,7",2013/10/12,"25,23",,,2013/12/02,"32,24"
,,,2013/12/01,30,2013/12/01,"35,5",2013/12/01,31,2013/12/01,"37,5",2013/12/01,"40,8",2013/11/30,8,2013/12/01,"73,5",2013/11/25,66,2013/11/14,74,2013/10/24,52,2013/10/10,64,2013/10/16,"42,88",2013/09/27,"34,5",2013/10/01,28,2013/09/04,"50,5",2013/08/26,52,2013/08/07,45,2013/09/01,"44,63",2013/10/02,"58,5",2013/06/29,31,2013/07/31,"41,37",2013/09/21,23,2013/10/11,33,,,2013/12/01,34
,,,2013/11/30,33,2013/11/30,28,2013/11/30,26,2013/11/30,18,2013/11/30,"18,25",2013/11/29,26,2013/11/30,"11,5",2013/11/24,"60,1",2013/11/13,"57,9",2013/10/23,49,2013/10/09,71,2013/10/14,"56,9",2013/09/25,57,2013/09/30,32,2013/09/01,"41,61",2013/08/25,49,2013/07/31,48,2013/08/28,61,2013/10/01,63,2013/06/23,"42,95",2013/07/30,40,2013/09/20,43,2013/10/10,32,,,2013/11/30,"36,75"
,,,2013/11/29,34,2013/11/29,26,2013/11/29,26,2013/11/29,"13,15",2013/11/29,"17,65",2013/11/28,"43,61",2013/11/29,"31,4",2013/11/23,"30,99",2013/11/12,"56,5",2013/10/22,"47,5",2013/10/08,"65,1",2013/10/13,"55,95",2013/09/24,"63,9",2013/09/28,"9,98",2013/08/29,40,2013/08/20,48,2013/07/30,"34,5",2013/08/27,56,2013/09/30,81,2013/06/17,41,2013/07/26,"38,1",2013/09/18,"49,5",2013/10/09,"33,7",,,2013/11/29,"18,9"
,,,2013/11/28,29,2013/11/28,20,2013/11/28,"22,01",2013/11/28,"30,4",2013/11/28,"29,8",2013/11/27,48,2013/11/28,"69,49",2013/11/22,"33,4",2013/11/11,40,2013/10/21,47,2013/10/07,58,2013/10/12,"23,79",2013/09/23,"44,34",2013/09/27,"35,4",2013/08/28,53,2013/08/19,47,2013/07/28,"56,99",2013/08/26,53,2013/09/24,74,2013/06/15,21,2013/07/20,"44,9",2013/09/17,34,2013/10/08,"28,1",,,2013/11/28,29
,,,2013/11/27,26,2013/11/27,19,2013/11/27,"33,5",2013/11/27,"35,68",2013/11/27,30,2013/11/26,50,2013/11/27,"63,8",2013/11/21,"60,7",2013/11/10,"50,25",2013/10/19,26,2013/10/06,68,2013/10/11,"44,5",2013/09/21,11,2013/09/25,54,2013/08/27,"56,18",2013/08/18,55,2013/07/26,"43,9",2013/08/19,55,2013/09/21,32,2013/06/14,"21,9",2013/07/17,43,2013/09/16,35,2013/10/07,48,,,2013/11/27,28
,,,2013/11/26,"33,99",2013/11/26,31,2013/11/26,"32,5",2013/11/26,36,2013/11/26,35,2013/11/25,50,2013/11/26,"66,55",2013/11/19,59,2013/11/09,23,2013/10/17,50,2013/10/05,45,2013/10/10,"52,75",2013/09/18,"45,9",2013/09/24,63,2013/08/26,53,2013/08/14,"26,3",2013/07/20,21,2013/08/18,52,2013/09/20,45,2013/06/12,"38,95",2013/07/09,38,2013/09/15,44,2013/10/06,46,,,2013/11/26,"34,25"
,,,2013/11/25,24,2013/11/25,"41,45",2013/11/25,"30,22",2013/11/25,"27,5",2013/11/25,"44,5",2013/11/24,"38,5",2013/11/25,60,2013/11/18,69,2013/11/08,18,2013/10/16,"28,45",2013/10/04,40,2013/10/09,63,2013/09/17,"58,81",2013/09/23,"41,75",2013/08/25,49,2013/08/13,"26,5",2013/07/09,37,2013/08/14,36,2013/09/19,68,2013/06/01,29,2013/07/05,"22,05",2013/09/12,"34,1",2013/10/02,"38,2",,,2013/11/25,"22,6"
,,,2013/11/24,16,2013/11/24,"14,01",2013/11/24,"16,18",2013/11/24,20,2013/11/24,25,2013/11/23,15,2013/11/24,"61,75",2013/11/17,57,2013/11/07,52,2013/10/15,68,2013/10/03,"52,5",2013/10/08,"60,5",2013/09/16,36,2013/09/21,8,2013/08/18,55,2013/08/12,26,2013/07/08,36,2013/08/13,36,2013/09/17,"59,01",2013/05/31,22,2013/07/04,35,2013/09/10,"44,1",2013/10/01,29,,,2013/11/24,"23,95"
,,,2013/11/23,25,2013/11/23,"25,85",2013/11/23,25,2013/11/23,26,2013/11/23,24,2013/11/22,29,2013/11/23,16,2013/11/16,"32,5",2013/11/06,"37,75",2013/10/14,75,2013/10/02,35,2013/10/07,"59,9",2013/09/15,"49,25",2013/09/18,"46,9",2013/08/14,25,2013/08/07,"40,5",2013/07/06,"5,1",2013/08/07,48,2013/09/12,"57,6",2013/05/29,35,2013/06/30,41,2013/09/04,"41,5",2013/09/30,"41,5",,,2013/11/23,"26,53"
,,,2013/11/22,35,2013/11/22,28,2013/11/22,31,2013/11/22,30,2013/11/22,"29,75",2013/11/21,"45,25",2013/11/22,28,2013/11/15,34,2013/11/05,"36,75",2013/10/13,"58,45",2013/10/01,32,2013/10/06,"57,01",2013/09/14,"29,5",2013/09/17,"58,31",2013/08/13,27,2013/07/31,42,2013/07/05,24,2013/08/02,34,2013/09/10,"55,1",2013/05/24,36,2013/06/23,"40,95",2013/09/01,"40,13",2013/09/29,"37,5",,,2013/11/22,31
,,,2013/11/21,31,2013/11/21,"27,05",2013/11/21,"30,5",2013/11/21,"30,16",2013/11/21,"35,43",2013/11/20,48,2013/11/21,"50,1",2013/11/14,"75,83",2013/11/04,"46,38",2013/10/12,32,2013/09/29,38,2013/10/04,39,2013/09/12,"55,6",2013/09/16,36,2013/08/12,"27,1",2013/07/30,29,2013/06/29,11,2013/07/31,"48,98",2013/09/05,"53,01",2013/05/19,"39,92",2013/06/18,33,2013/08/29,"42,5",2013/09/27,35,,,2013/11/21,"28,25"
,,,2013/11/20,"26,05",2013/11/20,24,2013/11/20,30,2013/11/20,"27,5",2013/11/20,"40,5",2013/11/19,39,2013/11/20,68,2013/11/13,"59,91",2013/11/03,44,2013/10/11,"44,5",2013/09/27,"43,9",2013/10/03,48,2013/09/05,"31,5",2013/09/15,"51,75",2013/08/11,41,2013/07/28,55,2013/06/22,8,2013/07/30,40,2013/09/01,"46,63",2013/05/17,"29,5",2013/06/17,39,2013/08/28,"51,2",2013/09/25,45,,,2013/11/20,"31,48"
,,,2013/11/19,27,2013/11/19,"24,5",2013/11/19,"24,2",2013/11/19,"32,63",2013/11/19,"32,05",2013/11/18,"37,1",2013/11/19,"50,5",2013/11/12,"55,3",2013/11/02,6,2013/10/10,63,2013/09/26,"65,5",2013/10/02,21,2013/09/04,"51,5",2013/09/14,24,2013/08/07,"44,5",2013/07/26,"35,9",2013/06/19,"51,5",2013/07/26,"42,9",2013/08/29,49,2013/05/15,"32,12",2013/06/15,"25,1",2013/08/27,"46,5",2013/09/24,41,,,2013/11/19,29
,,,2013/11/18,"36,5",2013/11/18,35,2013/11/18,"28,5",2013/11/18,"28,02",2013/11/18,"28,7",2013/11/17,"56,8",2013/11/18,"61,5",2013/11/11,"64,6",2013/11/01,36,2013/10/09,"65,6",2013/09/24,69,2013/10/01,29,2013/09/01,"42,75",2013/09/12,"52,1",2013/07/31,41,2013/07/20,"16,2",2013/06/15,"-2,88",2013/07/22,"50,14",2013/08/28,61,2013/05/14,"42,3",2013/06/14,"25,9",2013/08/25,52,2013/09/23,"37,62",,,2013/11/18,33
,,,2013/11/17,24,2013/11/17,30,2013/11/17,"28,5",2013/11/17,31,2013/11/17,31,2013/11/16,"33,5",2013/11/17,"65,91",2013/11/10,"47,15",2013/10/31,24,2013/10/08,"67,01",2013/09/23,"63,5",2013/09/30,"46,85",2013/08/29,"43,75",2013/09/05,31,2013/07/30,27,2013/07/19,"28,22",2013/06/12,"37,95",2013/07/20,28,2013/08/27,57,2013/05/11,"31,9",2013/06/12,"36,95",2013/08/19,48,2013/09/21,18,,,2013/11/17,30
,,,2013/11/16,"21,5",2013/11/16,"25,01",2013/11/16,25,2013/11/16,26,2013/11/16,33,2013/11/15,25,2013/11/16,33,2013/11/09,9,2013/10/29,"40,5",2013/10/07,60,2013/09/21,"22,5",2013/09/29,35,2013/08/28,51,2013/09/04,51,2013/07/28,59,2013/07/12,27,2013/05/31,22,2013/07/09,"42,5",2013/08/26,56,2013/05/05,"42,74",2013/05/31,18,2013/08/18,"49,5",2013/09/20,40,,,2013/11/16,20
,,,2013/11/15,"31,5",2013/11/15,"22,22",2013/11/15,22,2013/11/15,"22,3",2013/11/15,26,2013/11/14,"42,76",2013/11/15,38,2013/11/08,"23,98",2013/10/28,"35,95",2013/10/06,70,2013/09/19,"74,93",2013/09/27,"37,9",2013/08/27,"61,65",2013/09/02,57,2013/07/26,"31,9",2013/07/09,"36,5",2013/05/30,35,2013/07/05,"23,1",2013/08/25,54,2013/04/30,33,2013/05/29,33,2013/08/14,31,2013/09/18,"34,9",,,2013/11/15,30
,,,2013/11/14,"32,1",2013/11/14,"27,4",2013/11/14,28,2013/11/14,34,2013/11/14,32,2013/11/13,"39,8",2013/11/14,"66,51",2013/11/07,53,2013/10/27,"32,5",2013/10/05,49,2013/09/17,"62,4",2013/09/25,58,2013/08/26,55,2013/09/01,"43,48",2013/07/20,15,2013/06/29,9,2013/05/24,31,2013/06/29,19,2013/08/19,56,2013/04/17,48,2013/05/24,36,2013/08/07,41,2013/09/17,"34,55",,,2013/11/14,"30,2"
